Product Name,Barcode,Product Group,Designed Capacity (ml),Material Type,"Height (with cap, in mm)",Registration Status,Weight - Empty(gm),Date Approval Status updated,Largest diameter (mm),Expiry Date,Glass Colour,PET Colour,Glass Colour - Other,Beverage Registrations #,Product Group - Other,Material Type - Other,NSW Refund Logo,Removable Lid?
Healthy Hipster Strawbelicious Protein Smoothie,9347994002025,Flavoured milk,450,PET,180,Active,32,20-Nov-17,60,30-Nov-22,,Clear/Transparent,,BR-0005498,,,FALSE,
Healthy Hipster Iced Coffee Brew Protein Smoothie,9347994002032,Flavoured milk,450,PET,180,Active,32,20-Nov-17,60,30-Nov-22,,Clear/Transparent,,BR-0005499,,,FALSE,
Berry Sparkling Water 1L PET,9348207000616,Flavoured water/soft drink (carbonated),1000,PET,280,Active,6,19-Jan-18,70,10-Jan-23,,Clear/Transparent,,BR-0008003,,,TRUE,
Citrus Sparkling Water 1L PET,9348207000623,Flavoured water/soft drink (carbonated),1000,PET,280,Active,6,19-Jan-18,70,10-Jan-23,,Clear/Transparent,,BR-0008004,,,TRUE,
Mango Coconut Sparkling Water 1L PET,9348207000630,Flavoured water/soft drink (carbonated),1000,PET,280,Active,6,19-Jan-18,70,10-Jan-23,,Clear/Transparent,,BR-0008005,,,TRUE,
Watermelon Cucumber Sparkling Water 1L PET,9348207000647,Flavoured water/soft drink (carbonated),1000,PET,280,Active,6,19-Jan-18,70,10-Jan-23,,Clear/Transparent,,BR-0008006,,,TRUE,
Lime Cucumber Mint Sparkling Water 1L PET,9348207000654,Flavoured water/soft drink (carbonated),1000,PET,280,Active,6,19-Jan-18,70,10-Jan-23,,Clear/Transparent,,BR-0008007,,,TRUE,
548 Lager,9349061000095,Beer,330,Glass,220,Active,208,23-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0005585,,,FALSE,
Darkes Brewing HoneyMead Mallee,9349135000020,Other,375,Glass,329,Active,530,9-Feb-18,55,12-Jan-23,Flint/Clear,,,BR-0008064,honey mead,,FALSE,
Darkes Cider Little Blue,9349135000051,Fruit juice,330,Glass,225,Active,210,9-Feb-18,60,12-Jan-23,Other,,black,BR-0008060,,,FALSE,
Darkes Brewing B-Sting,9349135000136,Other,330,Glass,225,Active,210,9-Feb-18,60,12-Jan-23,Other,,Black,BR-0008062,Mead,,FALSE,
Darkes Brewing Dry Cider,9349135000143,Cider/fruit based alcohol,330,Glass,225,Active,210,9-Feb-18,60,12-Jan-23,Other,,black,BR-0008063,,,FALSE,
Follet's Fable Pacific Lager Cans,9349426000234,Beer,375,Aluminium,125,Active,13,1-Dec-17,63,30-Nov-22,,,,BR-0007170,,,FALSE,No
We do it for the passion...fruit,9349483000246,Beer,375,Aluminium,130,Active,15,2-May-18,60,1-May-23,,,,BR-0008773,,,FALSE,No
Sparkling Coconut Water Watermelon & LIme,9349622000335,Flavoured water/soft drink (carbonated),400,PET,185,Active,20,9-Feb-18,62,1-Feb-23,,Clear/Transparent,,BR-0008263,,,TRUE,
The Juice Lab Liquid Gold,9350142000071,Fruit juice,400,PET,190,Active,21,30-Nov-17,30,30-Nov-22,,Clear/Transparent,,BR-0007147,,,FALSE,
REMEDY ORGANIC CHERRY PLUM,9350271000416,Flavoured water/soft drink (carbonated),250,Aluminium,132,Active,13,9-May-18,51,2-May-23,,,,BR-0008772,,,TRUE,No
REMEDY ORGANIC LEMON LIME & MINT,9350271000461,Flavoured water/soft drink (carbonated),330,Glass,224,Active,230,9-May-18,60,2-May-23,Amber/Brown,,,BR-0008769,,,TRUE,
REMEDY ORGANIC LEMON LIME & MINT,9350271000492,Flavoured water/soft drink (carbonated),750,Glass,250,Active,390,9-May-18,75,2-May-23,Amber/Brown,,,BR-0008770,,,TRUE,
Cor de Coco- Coconut Mochacinno - 280 ml,9350470000002,Flavoured milk,280,Glass,154,Active,220,30-Nov-17,60,30-Nov-22,Flint/Clear,,,BR-0007162,,,FALSE,
Cor de Coco- Coconut Vanilla Latte - 280 ml,9350470000019,Flavoured milk,280,Glass,154,Active,220,30-Nov-17,60,30-Nov-22,Flint/Clear,,,BR-0007163,,,FALSE,
Cor de Coco- Coconut Espresso Double Shot - 280 ml,9350470000026,Flavoured milk,280,Glass,154,Active,220,30-Nov-17,60,30-Nov-22,Flint/Clear,,,BR-0007164,,,FALSE,
Ginja Ninja,9350532000001,Beer,330,Glass,230,Active,245,30-Apr-18,70,19-Apr-23,Amber/Brown,,,BR-0008268,,,FALSE,
Aussie Ale,9350532000025,Beer,330,Glass,230,Active,245,30-Apr-18,70,19-Apr-23,Amber/Brown,,,BR-0008267,,,FALSE,
Portstar,9350532000063,Beer,330,Glass,230,Active,245,30-Apr-18,70,19-Apr-23,Amber/Brown,,,BR-0008269,,,FALSE,
Squealing Pig APA,9350532000087,Beer,330,Glass,230,Active,245,30-Apr-18,70,19-Apr-23,Amber/Brown,,,BR-0008270,,,FALSE,
Hitchhikers Guide to Galaxy,9350532000377,Beer,330,Glass,230,Active,245,30-Apr-18,70,19-Apr-23,Amber/Brown,,,BR-0008271,,,FALSE,
STRUMAN'S Organic Lager,9350641000039,Beer,330,Glass,222,Active,205,16-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0005486,,,TRUE,
XPA,9350709000001,Beer,375,Aluminium,130,Active,39,16-Oct-17,60,30-Nov-22,,,,BR-0000848,,,FALSE,No
Alt Brown,9350709000032,Beer,375,Aluminium,130,Active,39,16-Oct-17,60,30-Nov-22,,,,BR-0000849,,,FALSE,No
Pilsner,9350709000063,Beer,375,Aluminium,130,Active,39,16-Oct-17,60,30-Nov-22,,,,BR-0000851,,,FALSE,No
IPA,9350709000124,Beer,375,Aluminium,130,Active,39,16-Oct-17,60,30-Nov-22,,,,BR-0000842,,,FALSE,No
XPA - Extra Pale Ale,9351633000006,Beer,330,Glass,220,Active,220,27-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0000451,,,FALSE,
ISA - India Saison,9351633000013,Beer,330,Glass,220,Active,220,27-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0000452,,,FALSE,
JSP - Johnny Smoke Porter,9351633000020,Beer,330,Glass,220,Active,220,27-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0000453,,,FALSE,
IPA - Homage India Pale Ale,9351633000037,Beer,330,Glass,220,Active,220,27-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0000454,,,FALSE,
Pebbly IPA,9352296000051,Beer,375,Aluminium,129,Active,13,7-Dec-17,66,2-Dec-22,,,,BR-0007609,,,TRUE,No
Wallis Weizen,9352296000068,Beer,375,Aluminium,129,Active,13,7-Dec-17,66,2-Dec-22,,,,BR-0007610,,,TRUE,No
Seven Mile IPA,9352296000075,Beer,375,Aluminium,129,Active,13,7-Dec-17,66,2-Dec-22,,,,BR-0007608,,,TRUE,No
Baileys Premium Non Alcoholic Iced Coffee Original Irish Cream 350ml,9352391000000,Flavoured milk,350,PET,169,Active,32,30-Nov-17,67,30-Nov-22,,Clear/Transparent,,BR-0007167,,,FALSE,
Baileys Premium Iced Coffee Butter Caramel & Sea Salt 350ml,9352391000017,Flavoured milk,350,PET,169,Active,32,30-Nov-17,67,30-Nov-22,,Clear/Transparent,,BR-0007165,,,FALSE,
Baileys Premium Iced Coffee Iced Mocha 350ml,9352391000024,Flavoured milk,350,PET,169,Active,32,30-Nov-17,67,30-Nov-22,,Clear/Transparent,,BR-0007166,,,FALSE,
gayle ale,9352491000009,Beer,375,Aluminium,130,Active,10,9-Feb-18,50,31-Jan-23,,,,BR-0008252,,,FALSE,No
gayle cider,9352491000023,Cider/fruit based alcohol,375,Aluminium,130,Active,10,9-Feb-18,50,31-Jan-23,,,,BR-0008253,,,FALSE,No
Philter XPA Beer 375ml,9369998000166,Beer,375,Aluminium,120,Active,14,17-Oct-17,60,30-Nov-22,,,,BR-0002780,,,TRUE,No
Social Beast,9369998001873,Beer,375,Aluminium,135,Active,18,18-Jan-18,64,11-Jan-23,,,,BR-0008028,,,FALSE,No
Philter Red Beer 375ml Can,9369998004072,Beer,375,Aluminium,120,Active,14,17-Oct-17,60,30-Nov-22,,,,BR-0002781,,,TRUE,No
Shine,9369998005659,Other,400,Glass,220,Active,325,14-Feb-18,60,8-Feb-23,Other,,Clear,BR-0008299,Smart Drink,,FALSE,
Philter Lager Beer 375ml Can,9369998010769,Beer,375,Aluminium,120,Active,14,17-Oct-17,60,30-Nov-22,,,,BR-0002783,,,FALSE,No
Journey Beer,9369998012466,Beer,330,Aluminium,115,Pending Payment,13,,66,,,,,BR-0008040,,,TRUE,No
Jolly Miller Draught Apple Cider,9369998054657,Cider/fruit based alcohol,2000,Steel (cans),270,Active,222,18-Oct-17,110,30-Nov-22,,,,BR-0002795,,,FALSE,No
Shoalhaven Spring water,9369999020897,Plain water (carbonated or non-carbonated),600,PET,215,Active,21,1-Feb-18,70,31-Jan-23,,Other,,BR-0008250,,,TRUE,
Thankyou Water 600ml,9369999026790,Plain water (carbonated or non-carbonated),600,PET,230,Active,16,16-Oct-17,60,30-Nov-22,,Clear/Transparent,,BR-0000724,,,TRUE,
Bilpin Original Cider,9369999034283,Cider/fruit based alcohol,330,Glass,220,Active,205,8-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0002868,,,TRUE,
Darkes Cider Howler,9369999044503,Cider/fruit based alcohol,330,Glass,225,Active,210,9-Feb-18,60,12-Jan-23,Other,,black,BR-0008061,,,FALSE,
Wingman 4.5,9369999064952,Beer,330,Glass,223,Active,285,30-Apr-20,61,29-Apr-25,Flint/Clear,,,BR-0008262,,,TRUE,
heal thy soda passionfruit,9369999066727,Flavoured water/soft drink (carbonated),330,Glass,223,Active,205,16-Nov-17,61,30-Nov-22,Amber/Brown,,,BR-0005530,,,FALSE,
heal thy soda lemongrass,9369999066734,Flavoured water/soft drink (carbonated),330,Glass,223,Active,205,16-Nov-17,61,30-Nov-22,Amber/Brown,,,BR-0005531,,,FALSE,
heal thy soda cranberry,9369999066741,Flavoured water/soft drink (carbonated),330,Glass,223,Active,205,16-Nov-17,61,30-Nov-22,Amber/Brown,,,BR-0005532,,,FALSE,
heal thy soda pineapple,9369999066758,Flavoured water/soft drink (carbonated),330,Glass,223,Active,205,16-Nov-17,61,30-Nov-22,Amber/Brown,,,BR-0005533,,,FALSE,
OLD MOUT CIDER SCRUMPY 8% BOTTLE 330ML,9403126000953,Cider/fruit based alcohol,330,Glass,220,Active,210,13-Nov-17,60,30-Nov-22,Green,,,BR-0003067,,,FALSE,
OLD MOUT SCRUMPY 8% PET 1.25L,9403126004951,Cider/fruit based alcohol,1250,PET,280,Active,15,13-Nov-17,100,30-Nov-22,,Clear/Transparent,,BR-0003068,,,FALSE,
OLD MOUT CIDER BOYSENCIDER 8% BOTTLE 330ML,9403126005859,Cider/fruit based alcohol,330,Glass,220,Active,210,13-Nov-17,60,30-Nov-22,Green,,,BR-0003066,,,FALSE,
MONTEITHS BEER ORIGINAL BOTTLE 330ML,9414339599813,Beer,330,Glass,210,Active,210,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003056,,,FALSE,
TUI BEER EAST INDIA PALE ALE CAN 440ML,9414339601158,Beer,440,Aluminium,150,Active,10,23-Nov-17,60,30-Nov-22,,,,BR-0003079,,,FALSE,No
MONTEITHS BEER BOHEMIAN PILSNER BOTTLE 330ML,9414339601189,Beer,330,Glass,220,Active,210,2-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003051,,,FALSE,
MONTEITHS BEER DOPPELBOCK WINTER ALE BOTTLE 330ML,9414339601394,Beer,330,Glass,210,Active,210,2-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003052,,,FALSE,
MONTEITHS BEER RADLER BIER BOTTLE 330ML,9414339602339,Beer,330,Glass,220,Active,210,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003058,,,FALSE,
MONTEITHS BEER GOLDEN LAGER BOTTLE 330ML,9414339602858,Beer,330,Glass,220,Active,210,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003054,,,FALSE,
MONTEITHS BEER BLACK BOTTLE 330ML,9414339602995,Beer,330,Glass,220,Active,210,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003050,,,FALSE,
DB EXPORT BEER 33 BOTTLE 330ML,9414339603329,Beer,330,Glass,220,Active,210,2-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003047,,,FALSE,
MONTEITHS CIDER CRUSHED APPLE BOTTLE 330ML,9414339603589,Cider/fruit based alcohol,330,Glass,220,Active,210,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003062,,,FALSE,
MONTEITHS BEER SUMMER ALE BOTTLE 330ML,9414339603794,Beer,330,Glass,220,Active,210,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003059,,,FALSE,
MONTEITHS CIDER CRUSHED PEAR BOTTLE 330ML,9414339608881,Cider/fruit based alcohol,330,Glass,220,Active,210,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003064,,,FALSE,
MONTEITHS BEER AMERICA PALE ALE BOTTLE 330ML,9414339608959,Beer,330,Glass,220,Active,210,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003048,,,FALSE,
MONTEITHS SPARKLING CIDER ROSE CUVEE,9414339609703,Cider/fruit based alcohol,750,Glass,320,Active,350,30-Apr-18,85,27-Apr-23,Amber/Brown,,,BR-0008756,,,FALSE,
MONTEITHS CIDER APPLE & PEAR BOTTLE 500ML,9414339610556,Cider/fruit based alcohol,500,Glass,260,Active,340,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003061,,,FALSE,
MONTEITHS RED IPA BTL 330ML 4X6,9414339610662,Beer,330,Glass,210,Active,310,14-Nov-17,210,30-Nov-22,Amber/Brown,,,BR-0002792,,,FALSE,
MONTEITHS BEER BARBER LAGER BOTTLE,9414339610815,Beer,330,Glass,220,Active,210,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003049,,,FALSE,
DB DRAUGHT BEER BOTTLE 330ML,9414339610839,Beer,330,Glass,220,Active,210,2-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003046,,,FALSE,
MONTEITHS BREWERS SERIES BEER INDIA PALE ALE BOTTLE 330ML,9414339611157,Beer,330,Glass,210,Active,210,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003060,,,FALSE,
MONTEITHS BEER POINTERS PALE ALE BOTTLE 330ML,9414339611195,Beer,330,Glass,220,Active,210,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003057,,,FALSE,
MONTEITHS BEER EXTRA PALE ALE BOTTLE 330ML,9414339611652,Beer,330,Glass,220,Active,210,2-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003053,,,FALSE,
ORCHARD THIEVES CIDER CRISP APPLE BOTTLE 330ML,9414339611782,Cider/fruit based alcohol,330,Glass,220,Active,210,13-Nov-17,60,30-Nov-22,Flint/Clear,,,BR-0003069,,,FALSE,
TUI BEER EAST INDIA PALE ALE BOTTLE 330ML,9414339612093,Beer,330,Glass,220,Active,210,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003078,,,FALSE,
MONTEITHS CIDER CRUSHED APPLE CAN 330ML,9414339612314,Cider/fruit based alcohol,330,Aluminium,110,Active,10,13-Nov-17,60,30-Nov-22,,,,BR-0003063,,,FALSE,No
MONTEITHS BEER HIGHWAY INDIA PALE ALE BOTTLE 330ML,9414339612352,Beer,330,Glass,220,Active,210,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003055,,,FALSE,
MONTEITHS CIDER GOLDSMITH BOTTLE 330ML,9414339612932,Cider/fruit based alcohol,330,Glass,220,Active,210,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003065,,,FALSE,
DB EXPORT HOP LAGER,9414339613779,Beer,330,Glass,225,Active,210,30-Apr-18,61,27-Apr-23,Amber/Brown,,,BR-0008757,,,FALSE,
L&P 355ml,9415087020680,Flavoured water/soft drink (carbonated),355,Aluminium,120,Active,17,16-Oct-17,50,30-Nov-22,,,,BR-0000908,,,FALSE,No
OVI Lychee 500mL,9415767019898,Fruit juice,500,PET,210,Active,26,30-Nov-17,50,30-Nov-22,,Clear/Transparent,,BR-0000643,,,FALSE,
Mizone Strawberry Lime 500mL,9415767026308,Flavoured water/soft drink/ sports drink (non-carb),500,PET,220,Active,36,30-Nov-17,60,30-Nov-22,,Clear/Transparent,,BR-0003027,,,FALSE,
Mizone Watermelon 500mL,9415767026315,Flavoured water/soft drink/ sports drink (non-carb),500,PET,220,Active,36,30-Nov-17,60,30-Nov-22,,Clear/Transparent,,BR-0003028,,,FALSE,
Mizone Lemon Lime 500mL,9415767026322,Flavoured water/soft drink/ sports drink (non-carb),500,PET,220,Active,36,30-Nov-17,60,30-Nov-22,,Clear/Transparent,,BR-0003026,,,FALSE,
LoveBite Blood Orange Lime & Bitters 330mL,9415767050709,Flavoured water/soft drink (carbonated),330,Glass,220,Active,226,30-Nov-17,60,30-Nov-22,Flint/Clear,,,BR-0003029,,,FALSE,
LoveBite Lemon Passionfruit Mint,9415767050716,Flavoured water/soft drink (carbonated),330,Glass,220,Active,226,30-Nov-17,60,30-Nov-22,Flint/Clear,,,BR-0003031,,,FALSE,
LoveBite Watermelon Citrus,9415767050723,Flavoured water/soft drink (carbonated),330,Glass,220,Active,226,30-Nov-17,60,30-Nov-22,Flint/Clear,,,BR-0003032,,,FALSE,
LoveBite Lemon Acai Chilli,9415767050730,Flavoured water/soft drink (carbonated),330,Glass,220,Active,226,30-Nov-17,60,30-Nov-22,Flint/Clear,,,BR-0003030,,,FALSE,
Stoke IPA 330mL,9416357000227,Beer,330,Glass,230,Active,190,30-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0004061,,,FALSE,
Allganics Juice Apple 275mL,9417566080512,Fruit juice,275,Glass,210,Active,201,30-Nov-17,50,30-Nov-22,Flint/Clear,,,BR-0003022,,,FALSE,
Allganics Juice Orange & Mango 275mL,9417566080550,Fruit juice,275,Glass,220,Active,201,30-Nov-17,50,30-Nov-22,Flint/Clear,,,BR-0003023,,,FALSE,
Allganics Lemon Lime Bitters 330mL,9417566080857,Flavoured water/soft drink (carbonated),330,Glass,220,Active,206,30-Nov-17,60,30-Nov-22,Flint/Clear,,,BR-0003021,,,FALSE,
Allganis Sparkling Apple Cranberry Pomegranate 275mL,9417566080932,Flavoured water/soft drink (carbonated),275,Glass,210,Active,201,30-Nov-17,50,30-Nov-22,Flint/Clear,,,BR-0003025,,,FALSE,
Allganics Sparkling Apple Blackcurrant 275mL,9417566081014,Flavoured water/soft drink (carbonated),275,Glass,210,Active,201,30-Nov-17,50,30-Nov-22,Flint/Clear,,,BR-0003024,,,FALSE,
TUATARA BEER MOT EUREKA BOTTLE 330ML,9419400010006,Beer,330,Glass,230,Active,278,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003075,,,FALSE,
TUATARA BEER TOMAHAWK AMERICAN PALE ALE BOTTLE 330ML,9419400017012,Beer,330,Glass,230,Active,278,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003076,,,FALSE,
TUATARA SAUVINOVA SINGLE HOP PALE ALE BOTTLE 330 ML,9419400018804,Beer,330,Glass,230,Active,278,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003077,,,FALSE,
TUATARA BEER COASTIN SESSION INDIA PALE ALE BOTTLE 330ML,9419400019931,Beer,330,Glass,230,Active,278,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003073,,,FALSE,
TUATARA BEER KAPAI AOTEAROA PALE ALE BOTTLE 330ML,9419400023303,Beer,330,Glass,230,Active,278,13-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0003074,,,FALSE,
Antipodes Sparkling Water 1L,9421017790097,Plain water (carbonated or non-carbonated),1000,Glass,220,Active,500,16-Oct-17,90,30-Nov-22,Flint/Clear,,,BR-0002417,,,TRUE,
Antipodes Sparkling Water 500ml,9421017790103,Plain water (carbonated or non-carbonated),500,Glass,180,Active,250,16-Oct-17,70,30-Nov-22,Flint/Clear,,,BR-0002418,,,TRUE,
Antipodes Still Water 1L,9421017790110,Plain water (carbonated or non-carbonated),1000,Glass,220,Active,500,16-Oct-17,90,30-Nov-22,Flint/Clear,,,BR-0002420,,,TRUE,
Antipodes Still Water 500ml,9421017790127,Plain water (carbonated or non-carbonated),500,Glass,180,Active,250,16-Oct-17,70,30-Nov-22,Flint/Clear,,,BR-0002419,,,TRUE,
Garage Project Hellbender 650ml,9421030800018,Beer,650,Glass,280,Active,415,3-Apr-18,70,8-Mar-23,Amber/Brown,,,BR-0008240,,,FALSE,
Garage Project Cabbages and Kings 650ml,9421030800490,Beer,650,Glass,280,Active,415,3-Apr-18,70,8-Mar-23,Amber/Brown,,,BR-0008242,,,FALSE,
Garage Project Los Lobos 440ml,9421030800636,Beer,440,Aluminium,150,Active,16,3-Apr-18,65,8-Mar-23,,,,BR-0008236,,,FALSE,No
Garage Project Party & Bullshit 440ml,9421030801312,Beer,440,Aluminium,150,Active,16,3-Apr-18,65,8-Mar-23,,,,BR-0008238,,,FALSE,No
Garage Project Fuzz Box 330ml,9421030801527,Beer,330,Aluminium,115,Active,13,3-Apr-18,65,8-Mar-23,,,,BR-0008235,,,FALSE,No
Garage Project Loral Royale 330ml,9421030802692,Beer,330,Aluminium,115,Active,13,2-May-18,65,27-Apr-23,,,,BR-0008234,,,FALSE,No
Garage Project Unconditional Love 440ml,9421030802791,Beer,440,Aluminium,150,Active,16,3-Apr-18,65,8-Mar-23,,,,BR-0008237,,,FALSE,No
Garage Project Full Fathom Five 330ml,9421030803170,Beer,330,Aluminium,115,Active,13,2-May-18,65,27-Apr-23,,,,BR-0008233,,,FALSE,No
Stoke NPA 330mL,9421900946709,Beer,330,Glass,230,Active,190,30-Nov-17,60,30-Nov-22,Amber/Brown,,,BR-0004060,,,FALSE,
Zeffer apple crumble,9421901965907,Beer,330,Aluminium,120,Active,10,18-Sep-20,55,17-Sep-25,,,,BR-0463479,,,TRUE,No
Garage Project Summer Sommer 650ml,9421903026385,Beer,650,Glass,280,Active,415,2-May-18,70,27-Apr-23,Amber/Brown,,,BR-0008243,,,FALSE,
Garage Project Touch Wood 650ml,9421903026859,Beer,650,Glass,280,Active,415,3-Apr-18,70,8-Mar-23,Amber/Brown,,,BR-0008239,,,FALSE,
Garage Project Cockswain's Courage 650ml,9421903026923,Beer,650,Glass,280,Active,415,3-Apr-18,70,8-Mar-23,Amber/Brown,,,BR-0008241,,,FALSE,
Phead TopOat 330 B24 CP,9421903316073,Beer,330,Glass,224,Active,205,5-Feb-18,60,1-Feb-23,Amber/Brown,,,BR-0008255,,,TRUE,
PH Quickchange XPA 6 Pack 500ml,9421903316110,Beer,500,Glass,271,Active,340,5-Feb-18,68,1-Feb-23,Amber/Brown,,,BR-0008254,,,TRUE,
Coke Light 330ml,9555589200514,Flavoured water/soft drink (carbonated),330,Aluminium,140,Active,35,1-Feb-18,50,30-Nov-22,,,,BR-0002897,,,FALSE,No
Sprite 330ml,9555589200668,Flavoured water/soft drink (carbonated),330,Aluminium,140,Active,35,29-Nov-17,50,30-Nov-22,,,,BR-0003098,,,FALSE,No
